Frame,ROI1_Vimentin_Intensity,ROI1_FAK_Intensity,ROI1_FAK_Area_Pixels,ROI1_Norm_Vimentin,ROI1_Norm_FAK
80,8.150354609929078,12.86985815602837,2516,0.38598298253470664,0.7511538541142058
81,7.985933806146572,12.62659574468085,2442,0.37819637259292427,0.7369557568524101
82,8.251654846335697,12.414775413711585,2403,0.3907803403493058,0.7245927878081256
83,8.012884160756501,13.048936170212766,2598,0.37947268248992383,0.7616058061801048
84,7.952718676122932,12.954255319148936,2481,0.37662337662337664,0.7560797245927878
85,7.647163120567376,13.263002364066194,2633,0.3621529332736229,0.7740998558113543
86,7.088888888888889,13.3,2654,0.3357142857142857,0.7762592360071474
87,7.654609929078014,13.431087470449173,2772,0.3625055978504254,0.7839102028989506
88,8.368676122931442,13.575295508274232,2823,0.3963222122704881,0.7923269563777605
89,8.799881796690308,13.453900709219859,2853,0.41674317062248095,0.7852417057033854
90,8.053900709219858,13.410756501182034,2825,0.3814151365875504,0.7827235786380038
91,9.168439716312056,13.660874704491725,2793,0.43419726824899235,0.7973218166389557
92,9.390780141843972,13.624586288416076,2783,0.4447268248992387,0.7952038303127307
93,9.230851063829787,13.260874704491727,2741,0.4371529332736229,0.7739756742026507
94,9.373522458628841,13.734988179669031,2747,0.4439095387371249,0.8016474760088032
95,8.652364066193853,14.098108747044916,2866,0.409757053291536,0.8228411372275766
96,8.641371158392435,13.86950354609929,2737,0.40923645320197044,0.8094985132701846
97,8.164420803782505,13.86985815602837,2679,0.3866491267353336,0.8095192102049686
98,6.935106382978724,13.465839243498818,2609,0.32843148231079267,0.7859385025077786
99,8.149290780141843,13.990898345153663,2726,0.3859326018808777,0.8165837639445598
100,8.382151300236407,14.120567375886525,2833,0.3969603672189879,0.8241519430972273
101,9.056028368794326,14.005200945626477,2813,0.42887371249440215,0.8174185403141795
102,8.901418439716313,13.79905437352246,2866,0.42155172413793107,0.8053867222264383
103,10.214066193853428,13.856146572104018,2843,0.48371585311240484,0.8087189287266555
104,10.162529550827424,13.779314420803782,2881,0.48127519032691446,0.8042345928567979
105,9.710047281323877,13.933569739952718,2808,0.45984661889834305,0.8132377594878198
106,10.361583924349882,14.367139479905438,2821,0.49070197044334973,0.8385432117503399
107,9.31725768321513,13.819621749408983,2697,0.4412449619346171,0.8065871444439078
108,9.814066193853428,13.971276595744682,2783,0.4647727272727273,0.8154385335531809
109,10.064184397163121,14.326950354609929,2777,0.4766177787729512,0.8361975591414912
110,10.144799054373522,14.485697399527186,2797,0.4804355127630989,0.8454628869464432
111,10.222340425531915,14.551891252955082,2825,0.4841077026421854,0.8493263147727821
112,10.606737588652482,14.580260047281325,2799,0.5023119122257053,0.8509820695554988
113,10.065839243498818,14.294917257683215,2830,0.4766961486789073,0.8343279360326735
114,9.861702127659575,14.51950354609929,2812,0.4670286609941782,0.8474359947291806
115,10.094326241134752,14.754137115839244,2885,0.4780452306314375,0.8611304665778998
116,10.37304964539007,14.465602836879432,2915,0.49124496193461703,0.8442900606420188
117,10.007919621749409,14.556855791962175,2924,0.4739532019704433,0.8496160718597575
118,9.978014184397162,14.781560283687943,2942,0.4725369458128078,0.862731029534526
119,9.86595744680851,14.75531914893617,3033,0.4672301836094939,0.861199456360513
120,9.280851063829788,14.83321513002364,2976,0.43952082400358267,0.8657458830347226
121,9.906501182033097,14.810047281323877,2967,0.4691502463054187,0.8643936832955039
122,9.119621749408983,14.822695035460994,2978,0.43188535602328704,0.8651318739694651
123,7.827895981087471,14.1725768321513,2835,0.37071204657411555,0.8271874935322079
124,7.536761229314421,14.491252955082743,2895,0.35692454097626514,0.8457871389247252
125,7.195744680851064,14.12080378250591,2928,0.3407747424988804,0.8241657410537498
126,7.424704491725769,14.883333333333333,2949,0.3516177787729512,0.868671049817522
127,7.522931442080378,14.450354609929079,2927,0.35626959247648904,0.8434000924463088
128,7.3120567375886525,14.385579196217494,2899,0.34628302731751004,0.8396194523591056
129,8.38191489361702,14.683096926713947,2915,0.39694917151813697,0.8569841806428468
130,8.307328605200945,14.944089834515367,2970,0.3934169278996865,0.8722171246438403
131,7.552364066193854,14.555082742316785,2921,0.35766345723242277,0.8495125871858378
132,8.116666666666667,14.973758865248227,2972,0.3843875951634572,0.8739487681874314
133,8.350354609929077,14.815366430260047,3010,0.3954545454545454,0.8647041373172633
134,8.125059101654847,14.738770685579196,2998,0.38478504254366325,0.8602335994039283
135,8.282269503546098,15.046099290780141,3020,0.3922301836094939,0.878170942883359
136,9.38983451536643,15.175177304964539,3017,0.44468204209583523,0.8857046271447199
137,10.215721040189125,15.245271867612294,3127,0.48379422301836095,0.8897957212536823
138,10.828250591016548,15.830851063829787,3149,0.5128022839229736,0.9239732595602591
139,10.633096926713948,15.580141843971631,3099,0.5035602328705777,0.9093405266680005
140,10.173995271867613,15.747635933806146,3175,0.4818181818181818,0.9191163788642902
141,10.539125295508274,15.571276595744681,3079,0.49910994178235557,0.9088231032984015
142,10.54739952718676,15.437943262411348,3101,0.49950179131213607,0.9010410558196331
143,9.867139479905438,15.30082742316785,3043,0.46728616211374835,0.8930382410365025
144,10.150591016548463,15.01418439716312,2976,0.4807098074339453,0.8763082187528027
145,9.52434988179669,15.076241134751774,2917,0.451052395879982,0.8799301823399955
146,10.323995271867613,15.279314420803782,3084,0.48892185400806093,0.8917826269929423
147,10.671749408983452,15.45709219858156,3064,0.5053907299596955,0.9021586902979668
148,11.144799054373522,15.556028368794326,3109,0.5277933273622928,0.9079331351026912
149,10.642553191489363,15.21548463356974,3007,0.5040080609046127,0.8880571787318299
150,11.210520094562648,15.153782505910165,3029,0.5309057321988356,0.884455912079421
151,11.406264775413712,15.00047281323877,2997,0.5401757725033587,0.8755079372744896
152,11.644562647754137,15.557328605200945,3073,0.5514610389610389,0.9080090238635657
153,10.578605200945626,15.437825059101655,3056,0.5009796238244514,0.9010341568413718
154,11.105200945626478,16.079787234042552,3062,0.5259180474697717,0.9385025077785979
155,10.743617021276595,15.856737588652482,3148,0.5087942230183609,0.9254841357994881
156,9.265366430260046,15.662174940898344,3158,0.43878750559785035,0.9141284175813562
157,11.61631205673759,15.182505910165485,3110,0.5501231527093596,0.8861323637969217
158,10.971867612293144,15.350236406619386,3235,0.519603672189879,0.895922013949734
159,11.29775413711584,15.949645390070922,3151,0.5350369458128079,0.9309067327128852
160,11.19468085106383,15.971749408983452,3218,0.530155620241827,0.9321968416477521
161,12.063593380614657,15.676004728132387,3181,0.5713054187192118,0.9149355980379306
162,12.270921985815603,16.470685579196218,3350,0.5811240483654276,0.9613174288887816
163,10.67033096926714,16.41501182033097,3322,0.5053235557545902,0.9580680101277002
164,10.882978723404255,16.168794326241134,3271,0.5153940886699507,0.9436974384093715
165,11.45756501182033,16.49113475177305,3228,0.5426052395879981,0.9625109521279899
166,11.169858156028369,16.026477541371158,3224,0.5289800716524854,0.9353910685827429
167,11.322222222222223,15.270449172576832,3078,0.5361957008508733,0.8912652036233434
168,12.005437352245863,15.325059101654846,3083,0.568551276309897,0.894452531580073
169,12.308274231678487,15.033333333333333,3063,0.5828929690998657,0.8774258532311364
170,12.178605200945626,15.240543735224586,3101,0.5767521271831616,0.8895197621232295
171,11.786997635933806,15.636406619385342,3102,0.5582064487236901,0.9126244403203885
172,11.0371158392435,15.78144208037825,3131,0.5226936856247201,0.9210894866470275
173,11.155555555555555,15.895271867612292,3156,0.5283027317510076,0.9277332027126782
174,10.093144208037826,15.319621749408983,3101,0.4779892521271832,0.8941351785800522
175,10.900591016548463,15.499763593380615,3138,0.5162281683833407,0.9046492214503032
176,11.300236406619385,15.357801418439717,3039,0.535154500671742,0.8963635485584586
177,11.609101654846336,15.840070921985816,3127,0.549781683833408,0.924511379864642
178,11.467494089834515,15.429432624113476,3083,0.5430754590237349,0.9005443293848181
179,11.47565011820331,15.534042553191489,3140,0.54346171070309,0.9066499251460858
180,11.098581560283687,15.545271867612293,3181,0.5256045678459471,0.9073053280809112
181,10.057092198581561,15.81501182033097,3181,0.476281907747425,0.9230487964732423
182,9.973167848699763,15.81501182033097,3187,0.47230743394536495,0.9230487964732423
183,9.102009456264776,15.772458628841608,3177,0.43105127630989704,0.9205651642991673
184,8.881796690307329,15.678014184397163,3103,0.4206224809673086,0.915052880668373
185,9.591371158392436,16.216548463356975,3135,0.45422637707120467,0.9464846256269447
186,10.3274231678487,16.513475177304965,3227,0.48908419167039857,0.9638148590193792
187,8.498581560283688,15.685460992907801,3179,0.402474249888043,0.9154875162988362
188,8.66855791962175,15.545390070921986,3174,0.41052395879982084,0.9073122270591726
189,8.356973995271868,14.942198581560284,3129,0.39576802507836994,0.8721067409916592
190,9.20047281323877,15.281323877068559,3144,0.43571428571428567,0.8918999096233848
191,7.663238770685579,15.295390070921986,3004,0.3629142409314823,0.8927208880364818
192,8.844326241134752,15.11276595744681,2948,0.41884796238244515,0.8820619666227433
193,8.383451536643026,15.07919621749409,2892,0.3970219435736677,0.8801026567965284
194,9.38758865248227,15.7903073286052,3073,0.4445756829377519,0.9216069100166265
195,9.184751773049646,16.12387706855792,3237,0.43496977160770267,0.9410758266700702
196,9.475886524822695,15.724113475177305,3278,0.44875727720555303,0.9177434821902876
197,9.644799054373522,15.73404255319149,3191,0.45675660546350194,0.9183229963642384
198,10.1774231678487,16.377777777777776,3268,0.48198051948051945,0.9558948319753844
199,11.312647754137116,15.977068557919623,3369,0.5357422749664129,0.9325072956695114
200,11.408037825059102,16.316548463356973,3351,0.5402597402597402,0.952321161236021
201,11.105673758865247,16.41193853427896,3344,0.5259404388714733,0.9578886366929058
202,11.882978723404255,16.300236406619387,3358,0.5627519032691446,0.9513691022359589
203,12.100591016548464,16.750709219858155,3304,0.5730575459023735,0.9776611083898474
204,12.293026004728132,16.629550827423166,3385,0.5821708463949843,0.9705896556719948
205,12.644444444444444,16.541725768321513,3338,0.5988132557098074,0.9654637148238345
206,13.247635933806146,15.934397163120567,3202,0.6273790864308105,0.930016764517175
207,12.790543735224587,15.773167848699764,3378,0.6057321988356471,0.9206065581687353
208,12.467139479905438,16.33853427895981,3383,0.5904164800716525,0.9536043711926263
209,12.058156028368794,16.43888888888889,3444,0.5710479175996417,0.9594616037364867
210,11.838534278959811,16.482387706855793,3348,0.5606471115091805,0.9620004277366523
211,11.275886524822695,16.23274231678487,3368,0.5340013434841021,0.9474297856487454
212,11.542789598108747,16.06997635933806,3413,0.546641289744738,0.9379298925829084
213,11.5951536643026,16.26950354609929,3380,0.5491211374832065,0.9495753678880158
214,11.615602836879432,16.52340425531915,3337,0.550089565606807,0.9643943731933301
215,13.113120567375887,16.651182033096926,3378,0.6210087326466637,0.9718521686938164
216,13.963947990543735,16.838297872340426,3455,0.6613020600089565,0.9827732512814853
217,14.725531914893617,16.5628841607565,3427,0.6973690103000447,0.9666986319326107
218,13.962056737588652,15.680496453900709,3326,0.6612124944021496,0.9151977592118608
219,15.620212765957447,15.919976359338062,3408,0.7397391401701746,0.929175089169294
220,14.932624113475176,16.324231678487,3327,0.7071764442454097,0.9527695948230068
221,15.884397163120568,16.267021276595745,3379,0.7522503358710255,0.9494304893445281
222,16.032624113475176,16.664893617021278,3408,0.7592700403045229,0.9726524501721295
223,15.167848699763594,16.543026004728134,3360,0.7183161665920287,0.9655396035847091
224,15.746335697399527,16.82482269503546,3399,0.7457120465741155,0.9819867677596948
225,16.207328605200946,16.495390070921985,3408,0.7675436632333184,0.9627593153453973
226,16.34078014184397,15.815602836879433,3283,0.7738636363636363,0.9230832913645489
227,16.237352245862883,16.323640661938533,3351,0.7689655172413793,0.9527350999317
228,15.091725768321513,16.37434988179669,3392,0.7147111509180475,0.9556947616058061
229,15.473049645390072,16.16241134751773,3283,0.7327698163905061,0.9433248935832602
230,15.31501182033097,16.431323877068557,3348,0.7252854903716972,0.9590200691277622
231,15.12210401891253,16.08451536643026,3279,0.7161497984773847,0.9387784669090508
232,17.402836879432623,16.051536643026004,3248,0.8241603224361844,0.9368536519741426
233,17.02517730496454,14.768794326241135,3141,0.8062751903269145,0.8619859398823034
234,17.397281323877067,15.70177304964539,3302,0.8238972234661889,0.9164395752988982
235,17.571158392434988,15.03936170212766,3120,0.8321316614420062,0.8777777011224638
236,17.907801418439718,15.914420803782505,3245,0.8480743394536499,0.928850837191012
237,18.714657210401892,15.738888888888889,3233,0.8862852664576802,0.9186058544729525
238,17.938416075650117,16.428841607565012,3356,0.8495241827138378,0.9588751905842745
239,18.360401891252955,16.727068557919623,3510,0.8695085087326466,0.9762813127375836
240,19.1371158392435,17.02068557919622,3573,0.9062919838781908,0.9934183747387012
241,18.858983451536645,17.133451536643026,3468,0.8931202418271385,1.0
242,16.556973995271868,16.673640661938535,3402,0.7841021047917599,0.9731629745634672
243,17.588652482269502,16.564775413711583,3431,0.8329601433049708,0.9668090155847918
244,17.178841607565012,16.64290780141844,3380,0.8135523958799821,0.971369240215524
245,17.40177304964539,16.72340425531915,3319,0.8241099417823555,0.9760674444114826
246,17.091725768321513,16.76323877068558,3342,0.8094267801164353,0.9783924000855473
247,17.233806146572103,16.532033096926714,3349,0.8161553963278101,0.9648979986064063
248,16.94645390070922,16.23191489361702,3215,0.8025470219435736,0.9473814928009161
249,17.34692671394799,16.49243498817967,3147,0.8215125391849529,0.9625868408888645
250,17.926004728132387,15.89822695035461,3215,0.848936408419167,0.9279056771692112
251,18.418912529550827,16.057328605200947,3198,0.8722794446932377,0.9371917019089474
252,18.37529550827423,16.056382978723406,3089,0.8702138378862516,0.9371365100828568
253,19.540898345153664,16.50567375886525,3130,0.9254142409314823,0.9633595264541323
254,20.727068557919623,16.541843971631206,3231,0.9815886699507389,0.9654706138020959
255,19.943026004728132,16.270212765957446,3269,0.9444581280788177,0.9496167617575837
256,19.80401891252955,15.99869976359338,3184,0.9378750559785042,0.9337698086913329
257,19.124113475177303,16.705555555555556,3257,0.9056762203313926,0.9750256986940234
258,18.55437352245863,16.428132387706857,3209,0.8786945812807881,0.9588337967147066
259,19.37825059101655,16.33770685579196,3229,0.9177115987460815,0.953556078344797
260,18.054491725768322,16.27304964539007,3182,0.8550212718316167,0.9497823372358554
261,18.2951536643026,16.38853427895981,3215,0.8664184952978056,0.9565226389971645
262,18.336170212765957,16.113829787234042,3189,0.8683609493954321,0.940489413517858
263,20.411229314420805,16.4048463356974,3239,0.9666312136139722,0.9574746979972266
264,19.789479905437354,16.34243498817967,3226,0.9371865203761756,0.9538320374752499
265,20.21950354609929,16.119858156028368,3210,0.9575515002239139,0.9408412614091852
266,21.11583924349882,16.341016548463358,3273,1.0,0.9537492497361142
267,19.114775413711584,15.877659574468085,3225,0.9052339901477833,0.9267052549517416
268,17.87174940898345,15.731560283687942,3168,0.8463669950738916,0.9181781178207506
269,18.89479905437352,16.032387706855793,3129,0.8948163905060456,0.9357360174958089
270,17.843617021276597,15.471513002364066,3116,0.8450347066726377,0.9030003656458478
271,17.783215130023642,15.697754137115838,3183,0.8421742051052397,0.9162050100380134
272,18.716075650118203,16.33723404255319,3154,0.8863524406627854,0.9535284824317519
273,16.816075650118204,16.023758865248226,3094,0.7963725929243171,0.9352323920827325
274,15.595035460992907,15.361465721040188,3009,0.7385467980295566,0.8965774168845594
275,15.33321513002364,15.164775413711585,2958,0.7261475593372145,0.8850975170577238
276,14.728841607565013,15.434751773049646,2948,0.697525750111957,0.9008547834065775
277,15.762884160756501,15.395626477541372,3008,0.7464957456336766,0.8985712216020808
278,15.2451536643026,14.922695035460993,2992,0.7219771607702642,0.8709684095785415
279,15.11193853427896,14.951182033096927,2886,0.7156683833407971,0.8726310633395195
280,16.64420803782506,15.514420803782507,3031,0.7882333184057322,0.9055046947547069
281,15.807683215130023,15.428486997635934,2899,0.7486173309449171,0.9004891375587276
282,17.85342789598109,16.355910165484634,3156,0.8454993282579489,0.9546185209970404
283,18.890425531914893,16.206501182033097,3144,0.8946092700403044,0.9458982124747325
284,18.123758865248227,16.147990543735226,3119,0.8583016121809225,0.9424832182353794
285,19.706028368794325,16.455555555555556,3149,0.9332344379758172,0.9604343596713327
286,17.295862884160755,15.820921985815604,2971,0.8190942678011642,0.9233937453863084
287,17.9580378250591,16.252482269503545,2992,0.8504534258844603,0.9485819150183857
288,19.093853427895983,15.909219858156028,2922,0.904243170622481,0.9285472821475139
